student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_efficiency,health_score,engagement_score
S1390,19,0,3.3,0.6,1.2,1,79.8,5.9,1,2,1,1,10,0,73.0,1.1785714285714286,0.47444444444444445,0.26599999999999996
S1391,19,0,3.2,0.2,0.1,1,87.2,7.2,1,4,3,0,3,0,72.6,2.4615384615384617,0.6288888888888889,0.2906666666666667
S1392,24,0,2.2,4.7,2.2,0,89.8,8.2,1,0,1,2,3,0,45.2,0.27848101265822783,0.43999999999999995,0.6326666666666667
S1393,24,1,2.3,3.0,4.6,0,67.5,6.6,0,3,0,0,9,0,51.8,0.26744186046511625,0.7200000000000001,0.5583333333333333
S1394,19,0,3.2,1.5,0.0,0,79.6,8.1,1,5,0,1,10,0,92.0,1.28,0.7144444444444445,0.5986666666666666
S1395,20,1,4.1,3.1,1.8,0,82.5,4.9,0,4,1,1,8,0,77.8,0.6949152542372882,0.7188888888888889,0.6083333333333333
S1396,24,1,4.9,0.0,2.5,1,87.6,6.0,0,5,2,0,1,0,97.2,1.4000000000000001,0.8111111111111112,0.292
S1397,22,0,2.3,2.5,1.9,1,96.9,6.2,0,4,0,1,10,1,71.9,0.4259259259259259,0.7622222222222222,0.6563333333333333
S1398,24,1,5.7,2.9,1.7,0,77.3,6.4,1,0,2,1,2,1,69.1,1.017857142857143,0.38000000000000006,0.9243333333333333
S1399,17,1,3.1,3.6,0.4,0,80.0,6.6,2,3,0,1,3,1,59.6,0.62,0.38666666666666666,0.9333333333333332
S1400,24,1,3.5,1.3,2.1,0,79.9,7.3,0,0,0,1,2,0,60.4,0.7954545454545454,0.5766666666666667,0.5996666666666667
S1401,20,1,2.4,2.6,1.0,0,77.0,6.0,1,2,3,1,3,1,48.3,0.5217391304347826,0.4777777777777778,0.9233333333333333
S1402,19,1,0.0,1.4,0.0,0,81.5,6.7,1,5,1,1,8,1,50.1,0.0,0.6677777777777778,0.9383333333333334
S1403,17,0,4.8,2.8,3.1,0,92.7,6.4,0,1,3,1,6,0,74.9,0.6956521739130435,0.6022222222222222,0.6423333333333333
S1404,24,1,4.6,1.4,2.9,1,74.5,5.4,1,6,0,0,7,1,85.6,0.8679245283018867,0.68,0.5816666666666667
S1405,20,0,3.1,2.0,1.9,0,89.3,6.4,1,2,1,1,10,1,65.4,0.6326530612244897,0.4911111111111111,0.9643333333333333
S1406,22,0,3.6,1.3,2.1,0,68.0,6.3,2,2,0,1,10,1,82.4,0.8181818181818181,0.3211111111111111,0.8933333333333334
S1407,24,1,4.3,3.3,3.0,0,79.4,6.3,0,5,1,2,6,1,67.3,0.589041095890411,0.8211111111111111,0.9313333333333333
S1408,20,1,1.2,3.5,2.0,0,81.7,6.5,2,4,0,1,1,0,34.3,0.1846153846153846,0.4388888888888889,0.6056666666666667
S1409,22,1,2.7,2.2,2.8,0,100.0,6.6,0,2,1,0,3,0,53.0,0.45,0.6644444444444444,0.6666666666666666
S1410,19,0,4.7,2.5,1.5,0,82.3,6.0,0,6,1,0,1,0,78.0,0.9400000000000001,0.8666666666666667,0.6076666666666667
S1411,24,1,1.6,0.8,3.2,1,63.0,8.0,1,3,1,1,10,0,58.2,0.32,0.6,0.21
S1412,22,0,3.9,2.1,2.2,0,65.0,5.1,1,2,1,0,9,0,73.7,0.7358490566037734,0.4477777777777778,0.5499999999999999
S1413,17,1,1.5,2.4,2.0,1,85.3,5.6,2,3,1,0,9,0,60.3,0.27777777777777773,0.35333333333333333,0.2843333333333333
S1414,19,0,4.2,5.6,0.4,0,91.1,9.8,2,0,0,2,5,1,78.7,0.6,0.3266666666666667,0.9703333333333334
S1415,17,1,3.4,1.2,2.1,1,88.8,5.3,0,4,3,0,4,1,68.3,0.7906976744186045,0.7322222222222222,0.6293333333333333
S1416,21,1,1.1,4.3,0.9,0,86.7,4.9,0,3,1,0,9,0,49.9,0.1774193548387097,0.6633333333333333,0.6223333333333333
S1417,18,0,5.2,3.7,1.1,0,96.6,7.4,0,2,0,0,9,1,100.0,0.8965517241379309,0.6911111111111111,0.9886666666666667
S1418,24,0,2.4,2.8,0.9,0,79.6,4.0,1,4,3,0,3,1,54.7,0.5106382978723404,0.5222222222222223,0.9319999999999999
S1419,22,1,2.3,4.6,0.6,0,93.9,6.2,1,6,2,1,5,0,58.7,0.3709677419354839,0.7066666666666667,0.6463333333333333
S1420,18,0,3.8,2.9,4.1,1,68.7,9.1,0,4,2,1,3,0,70.8,0.475,0.8588888888888889,0.229
S1421,18,0,5.2,3.0,3.3,0,76.0,4.6,1,3,3,2,10,1,87.1,0.7123287671232877,0.48666666666666664,0.9199999999999999
S1422,22,0,2.0,2.4,3.9,0,66.9,4.1,0,3,1,1,2,1,29.5,0.273972602739726,0.6366666666666666,0.8896666666666667
S1423,19,0,3.6,4.0,0.5,0,82.3,4.7,1,1,1,2,1,0,53.2,0.6545454545454545,0.3788888888888889,0.6076666666666667
S1424,24,1,4.1,3.8,1.9,1,84.5,7.6,0,1,0,2,10,0,73.0,0.6119402985074627,0.6422222222222222,0.2816666666666667
S1425,21,1,4.5,1.7,0.4,0,86.1,7.8,2,4,0,2,2,1,71.1,1.4516129032258065,0.4822222222222223,0.9536666666666666
S1426,17,1,3.8,0.9,1.0,0,85.6,5.9,1,5,0,1,8,0,80.9,1.3103448275862069,0.6411111111111111,0.6186666666666666
S1427,20,0,2.9,2.3,0.8,1,75.7,7.3,0,5,0,1,8,0,75.1,0.7073170731707318,0.8544444444444445,0.25233333333333335
S1428,17,0,2.3,1.5,3.2,0,83.1,8.2,1,1,1,0,3,0,52.4,0.40350877192982454,0.4955555555555555,0.6103333333333333
S1429,20,1,3.6,2.4,1.4,0,70.0,8.6,0,2,0,0,7,0,67.6,0.75,0.7311111111111112,0.5666666666666667
S1430,17,1,1.9,4.0,3.0,0,98.6,6.2,2,0,0,0,7,1,35.7,0.2375,0.20666666666666667,0.9953333333333333
S1431,22,0,0.0,2.0,2.5,0,82.0,3.7,2,4,0,0,2,0,29.9,0.0,0.34555555555555556,0.6066666666666666
S1432,21,2,4.2,2.4,4.3,0,80.1,5.5,0,0,2,1,9,0,70.7,0.5454545454545455,0.5166666666666667,0.6003333333333333
S1433,24,0,4.9,2.6,0.2,0,100.0,6.0,1,1,0,0,3,1,89.3,1.2894736842105263,0.4222222222222222,1.0
S1434,20,1,0.0,3.5,3.2,0,72.6,6.2,0,3,1,1,2,0,26.2,0.0,0.7066666666666667,0.5753333333333334
S1435,24,1,2.0,0.0,3.1,0,73.7,6.3,1,6,1,0,3,1,58.3,0.48780487804878053,0.71,0.9123333333333333
S1436,24,1,4.4,1.8,0.7,0,74.0,7.8,1,4,1,1,2,1,78.4,1.2571428571428573,0.648888888888889,0.9133333333333334
S1437,24,0,6.6,2.8,2.9,0,84.3,8.0,1,1,3,1,8,0,100.0,0.9850746268656717,0.48888888888888893,0.6143333333333333
S1438,23,1,3.5,3.9,2.2,0,89.3,6.3,0,2,2,0,5,1,66.8,0.4929577464788732,0.6544444444444445,0.9643333333333333
S1439,19,0,2.4,1.9,1.5,0,92.4,7.8,1,6,1,1,3,0,63.8,0.5454545454545454,0.7600000000000001,0.6413333333333333
S1440,17,1,3.2,0.2,0.9,0,100.0,6.9,0,4,0,1,5,0,76.1,1.5238095238095237,0.7855555555555555,0.6666666666666666
S1441,24,0,5.6,3.2,1.0,0,62.5,6.6,0,4,0,0,8,0,82.7,1.0769230769230769,0.7755555555555556,0.5416666666666666
S1442,17,0,2.5,1.7,4.1,0,91.1,7.6,2,5,3,0,7,0,65.0,0.36764705882352944,0.5311111111111111,0.637
S1443,24,0,2.3,1.1,1.8,1,79.4,6.6,0,3,2,1,6,0,66.8,0.5897435897435896,0.7200000000000001,0.26466666666666666
S1444,20,1,2.8,1.8,2.7,0,79.1,9.0,2,4,2,0,1,1,64.9,0.509090909090909,0.5222222222222223,0.9303333333333333
S1445,19,1,2.1,2.3,0.9,0,78.8,4.8,1,3,0,2,10,0,63.1,0.5,0.49333333333333335,0.596
S1446,19,1,3.7,1.8,0.9,1,75.9,5.9,0,1,1,0,1,0,56.3,1.0000000000000002,0.5855555555555556,0.253
S1447,22,0,5.9,0.0,3.0,0,100.0,6.3,0,2,1,1,1,1,93.6,1.475,0.6544444444444445,1.0
S1448,23,0,4.0,3.6,0.3,0,93.4,7.0,1,6,1,1,10,1,91.9,0.816326530612245,0.7333333333333334,0.9780000000000001
S1449,22,0,3.1,4.0,1.3,0,85.2,8.0,0,6,1,1,8,1,74.0,0.4920634920634921,0.9333333333333332,0.9506666666666667
S1450,22,0,3.1,3.3,1.8,0,98.5,6.5,0,2,0,0,8,0,62.7,0.5081967213114754,0.6611111111111111,0.6616666666666666
S1451,22,0,1.2,1.1,1.9,0,69.9,4.8,2,4,2,2,7,0,58.6,0.3,0.3822222222222222,0.5663333333333334
S1452,22,1,4.8,2.3,1.6,1,71.7,7.5,1,4,0,1,6,0,89.3,0.9795918367346937,0.6388888888888888,0.23900000000000002
S1453,22,0,3.4,2.5,2.2,0,63.2,7.4,2,1,2,1,4,0,63.4,0.5964912280701754,0.3022222222222222,0.544
S1454,21,1,3.2,3.2,2.6,1,78.0,4.2,0,5,0,2,1,0,46.7,0.47058823529411764,0.7511111111111112,0.26
S1455,19,1,8.3,3.3,2.6,1,86.6,6.5,0,5,1,0,9,0,100.0,1.2028985507246377,0.8277777777777778,0.2886666666666667
S1456,22,0,3.9,1.6,0.7,1,86.0,4.6,1,5,2,2,1,0,68.7,1.1818181818181819,0.5977777777777779,0.2866666666666667
S1457,24,1,2.4,2.6,1.5,0,86.5,5.7,1,3,1,1,4,0,58.9,0.47058823529411764,0.5233333333333333,0.6216666666666667
S1458,19,1,2.9,3.0,3.1,0,70.9,5.4,1,5,2,1,3,0,59.0,0.4084507042253521,0.6244444444444445,0.5696666666666667
S1459,19,0,5.2,4.2,2.8,1,93.0,7.5,2,2,1,1,7,0,77.9,0.65,0.3611111111111111,0.31
S1460,18,1,3.7,3.3,0.3,1,87.4,6.6,0,6,1,1,5,0,72.3,0.8043478260869567,0.8866666666666667,0.2913333333333334
S1461,21,0,1.3,3.4,2.2,0,92.3,5.0,0,6,2,2,5,0,49.7,0.19696969696969696,0.8333333333333334,0.641
S1462,22,1,4.9,2.6,0.0,1,66.1,7.6,2,3,0,1,4,0,80.9,1.3611111111111112,0.42,0.2203333333333333
S1463,17,1,2.5,4.2,1.9,1,88.1,4.8,0,1,2,1,1,0,44.5,0.35211267605633806,0.5488888888888889,0.29366666666666663
S1464,20,1,6.3,3.0,3.9,1,73.1,6.9,0,2,2,0,5,0,85.3,0.7974683544303797,0.6744444444444445,0.24366666666666667
S1465,23,1,5.1,1.5,0.8,0,81.0,5.5,0,6,3,1,4,0,83.2,1.5454545454545454,0.85,0.6033333333333334
S1466,24,0,2.8,4.2,0.9,0,90.3,6.1,1,2,0,0,10,0,59.7,0.4590163934426229,0.4811111111111111,0.6343333333333333
S1467,17,1,5.4,3.3,2.6,0,85.9,7.1,0,6,1,1,8,0,98.1,0.782608695652174,0.9033333333333333,0.6196666666666667
S1468,21,0,3.6,2.0,0.1,0,76.5,7.1,1,0,0,1,2,1,66.8,1.1612903225806452,0.4033333333333333,0.9216666666666667
S1469,20,1,4.8,1.9,1.1,0,85.1,8.1,0,1,0,1,8,1,96.1,1.2,0.6588888888888889,0.9503333333333334
S1470,21,0,4.2,2.9,2.5,0,69.7,6.4,0,1,1,1,1,0,60.4,0.65625,0.6022222222222222,0.5656666666666667
S1471,24,0,2.2,3.1,1.1,0,96.5,6.9,0,0,0,2,4,0,33.8,0.4230769230769232,0.5633333333333334,0.6549999999999999
S1472,19,0,2.5,2.7,1.5,0,82.9,6.0,2,3,0,0,3,0,56.1,0.4807692307692307,0.3666666666666667,0.6096666666666667
S1473,20,1,5.0,2.9,2.6,0,96.2,6.7,2,6,1,0,5,0,80.6,0.7692307692307693,0.5566666666666666,0.654
S1474,19,1,3.0,4.5,2.3,1,79.7,7.0,0,6,0,1,5,0,52.6,0.38461538461538464,0.9,0.26566666666666666
S1475,24,1,2.9,3.8,2.1,0,79.8,6.4,1,6,0,1,5,1,52.1,0.42028985507246375,0.7133333333333334,0.9326666666666666
S1476,17,0,2.1,2.7,1.4,0,77.4,4.3,1,5,2,1,4,1,39.9,0.411764705882353,0.5877777777777778,0.9246666666666666
S1477,24,1,4.1,3.6,2.2,0,93.8,6.9,2,5,1,2,8,0,84.0,0.6029411764705882,0.5077777777777778,0.646
S1478,17,0,6.6,1.3,1.7,0,77.9,6.9,1,5,1,1,3,1,97.7,1.65,0.6744444444444445,0.9263333333333333
S1479,20,0,1.9,3.0,2.3,0,91.4,5.7,1,5,0,1,4,0,43.3,0.30158730158730157,0.6344444444444445,0.638
S1480,20,1,3.5,4.7,1.3,1,81.2,5.0,1,5,3,1,1,0,55.9,0.5,0.6111111111111112,0.27066666666666667
S1481,22,0,5.6,2.2,1.6,0,65.2,8.3,1,0,2,2,7,0,84.6,1.1666666666666665,0.44333333333333336,0.5506666666666667
S1482,21,1,3.4,1.5,0.7,0,79.3,7.1,0,1,3,2,1,0,67.0,1.0625,0.6255555555555555,0.5976666666666667
S1483,22,1,4.2,1.7,1.8,0,73.2,6.2,0,3,0,2,2,0,76.0,0.9333333333333333,0.7066666666666667,0.5773333333333334
S1484,21,0,1.9,1.2,0.9,0,85.3,5.1,0,2,0,1,7,1,56.9,0.6129032258064515,0.6144444444444445,0.951
S1485,22,0,4.1,1.6,0.6,0,73.1,5.5,0,5,1,1,1,0,77.5,1.2812499999999998,0.7944444444444444,0.577
S1486,19,0,3.2,2.1,2.1,0,94.3,8.1,0,0,3,1,3,0,69.4,0.6153846153846154,0.6033333333333334,0.6476666666666667
S1487,20,1,5.0,0.8,2.0,0,84.1,6.7,0,6,0,0,6,1,94.6,1.3157894736842106,0.89,0.9470000000000001
S1488,17,1,5.3,2.5,2.7,1,83.2,5.8,1,3,0,0,6,1,93.4,0.8548387096774193,0.5266666666666667,0.6106666666666667
S1489,21,0,7.4,3.6,1.3,0,91.6,7.1,1,3,1,1,6,1,100.0,1.2542372881355934,0.57,0.972
S1490,24,0,4.4,1.4,2.2,0,94.6,5.5,1,3,2,1,2,1,63.6,0.9565217391304349,0.5166666666666667,0.9819999999999999
S1491,21,0,4.0,4.3,2.4,0,84.8,8.3,1,0,1,1,2,0,53.0,0.5194805194805195,0.44333333333333336,0.616
S1492,17,1,3.8,3.1,2.3,0,77.3,8.1,1,2,1,1,6,0,67.8,0.59375,0.5477777777777778,0.5910000000000001
S1493,22,0,3.0,3.7,0.9,0,67.3,5.9,2,5,0,0,10,0,73.9,0.5357142857142857,0.47444444444444445,0.5576666666666666
S1494,21,1,4.0,1.7,2.0,0,78.1,5.7,0,3,1,1,5,0,66.5,0.851063829787234,0.6900000000000001,0.5936666666666667
S1495,23,1,3.1,3.5,2.2,0,78.8,3.4,0,0,2,1,7,0,49.9,0.4626865671641791,0.4466666666666666,0.596
S1496,19,0,3.8,1.2,1.8,0,86.1,4.7,1,6,1,0,7,0,73.9,0.95,0.6566666666666666,0.6203333333333333
S1497,20,1,5.5,3.6,0.0,0,81.5,4.9,0,1,3,0,5,0,80.3,1.1956521739130437,0.5522222222222223,0.605
S1498,17,0,2.0,2.7,2.0,0,91.9,6.7,1,6,1,0,8,0,71.7,0.3508771929824561,0.7233333333333333,0.6396666666666667
S1499,20,1,5.2,3.2,4.2,1,78.9,6.1,2,0,0,2,10,0,83.3,0.6190476190476191,0.20333333333333334,0.263
S1500,23,1,5.5,1.1,1.4,0,84.4,4.9,0,0,0,1,6,0,84.5,1.5714285714285714,0.49666666666666665,0.6146666666666667
S1501,21,0,3.3,1.4,1.0,0,96.8,6.2,1,0,0,2,5,0,74.9,0.9705882352941176,0.37333333333333335,0.656
S1502,21,0,0.3,3.2,2.2,0,88.4,7.1,2,3,3,0,4,1,34.0,0.04687499999999999,0.4033333333333333,0.9613333333333333
S1503,24,0,2.6,1.4,2.1,1,84.4,7.1,0,0,1,0,7,0,63.0,0.5777777777777778,0.57,0.2813333333333334
S1504,23,0,5.4,3.1,3.1,0,79.0,4.2,0,1,0,1,4,0,77.9,0.7500000000000001,0.5288888888888889,0.5966666666666667
S1505,17,0,3.5,0.9,0.4,0,78.7,6.3,0,3,3,0,5,1,72.9,1.5217391304347827,0.71,0.9289999999999999
S1506,24,0,2.0,3.5,2.6,0,76.5,4.8,1,6,2,1,5,0,53.2,0.28169014084507044,0.66,0.5883333333333334
S1507,19,0,2.7,1.0,2.4,0,79.6,7.6,0,1,3,2,1,0,57.3,0.6136363636363636,0.6422222222222222,0.5986666666666666
S1508,24,1,4.8,3.2,1.6,0,92.6,7.4,0,4,0,2,1,1,76.6,0.8275862068965516,0.8022222222222223,0.9753333333333334
S1509,18,0,4.3,3.3,2.2,0,82.8,5.4,2,6,1,0,3,0,64.6,0.6615384615384615,0.5133333333333333,0.6093333333333333
S1510,17,1,3.1,1.7,2.9,1,71.5,5.6,1,0,0,0,3,1,51.1,0.5535714285714286,0.35333333333333333,0.5716666666666667
S1511,18,2,2.9,3.2,2.8,0,100.0,5.9,0,5,1,0,2,0,63.0,0.41428571428571426,0.8077777777777778,0.6666666666666666
S1512,23,0,2.9,2.8,0.5,0,88.2,3.8,1,5,3,2,2,1,61.6,0.6744186046511628,0.5711111111111111,0.9606666666666667
S1513,22,1,2.1,1.9,2.7,1,70.9,6.9,1,3,1,1,6,0,62.5,0.37500000000000006,0.5633333333333334,0.23633333333333337
S1514,18,0,5.9,1.3,1.7,0,80.6,6.2,0,5,1,1,1,1,87.1,1.475,0.8177777777777777,0.9353333333333333
S1515,19,0,3.0,0.1,1.9,0,86.1,7.7,1,6,1,2,6,1,82.5,1.0,0.7566666666666667,0.9536666666666666
S1516,24,1,5.3,2.9,1.9,0,100.0,5.2,1,3,0,2,5,1,80.9,0.9137931034482759,0.5066666666666667,1.0
S1517,22,0,5.8,0.6,1.6,0,73.9,5.8,0,6,0,1,6,0,100.0,1.8124999999999998,0.86,0.5796666666666667
S1518,24,0,5.0,2.6,3.1,0,94.8,4.7,2,0,0,1,5,0,79.6,0.7462686567164178,0.15666666666666668,0.6493333333333333
S1519,18,1,2.9,2.2,1.7,1,99.0,5.3,1,2,0,0,7,0,71.2,0.5918367346938775,0.45444444444444443,0.33
S1520,24,0,4.1,3.3,0.6,1,78.7,5.1,1,2,0,1,1,0,62.7,0.8367346938775511,0.4477777777777778,0.26233333333333336
S1521,23,1,3.5,2.1,1.4,0,82.2,7.7,0,1,1,1,3,0,64.2,0.7777777777777778,0.6455555555555555,0.6073333333333334
S1522,22,0,2.1,2.1,2.0,0,74.6,5.7,0,0,1,1,6,1,44.1,0.411764705882353,0.5233333333333333,0.9153333333333333
S1523,23,2,4.0,3.4,3.2,0,83.0,6.6,1,5,1,0,1,0,61.7,0.5263157894736842,0.6644444444444444,0.61
S1524,18,0,1.7,2.9,2.5,0,84.6,6.0,1,0,0,0,7,1,39.9,0.265625,0.3666666666666667,0.9486666666666667
S1525,23,1,5.3,2.9,0.9,0,91.6,5.0,1,4,1,2,4,0,84.1,1.1041666666666667,0.5555555555555555,0.6386666666666666
S1526,19,0,2.8,3.1,4.5,0,95.9,6.3,0,2,3,1,3,0,40.7,0.3255813953488372,0.6544444444444445,0.653
S1527,18,0,3.8,0.7,2.1,0,77.5,7.2,1,5,0,1,10,0,81.8,1.0,0.6844444444444444,0.5916666666666667
S1528,18,1,3.9,3.4,3.2,0,65.3,5.1,0,6,1,0,9,1,77.0,0.513157894736842,0.8366666666666666,0.8843333333333333
S1529,18,0,3.1,3.2,1.6,0,84.8,7.5,0,6,2,1,1,0,65.7,0.5344827586206896,0.9166666666666666,0.616
S1530,17,1,4.4,1.3,2.4,0,87.9,5.5,1,2,2,1,8,1,80.9,0.9361702127659577,0.4611111111111111,0.9596666666666667
S1531,24,0,2.8,2.2,2.7,0,87.5,5.9,1,0,3,1,1,1,47.4,0.47457627118644063,0.36333333333333334,0.9583333333333334
S1532,17,1,4.8,2.5,3.1,1,81.7,7.1,0,5,1,1,5,1,83.0,0.7272727272727273,0.8477777777777779,0.6056666666666667
S1533,17,1,1.5,2.3,3.0,0,86.2,5.7,0,1,1,1,10,0,54.2,0.2380952380952381,0.5788888888888889,0.6206666666666667
S1534,19,1,3.7,2.9,2.8,0,100.0,6.5,1,6,0,0,8,0,82.5,0.5522388059701493,0.7166666666666667,0.6666666666666666
S1535,22,0,6.4,4.2,1.5,1,88.8,6.1,0,0,1,1,6,0,85.0,0.9552238805970149,0.5366666666666666,0.296
S1536,24,1,2.0,3.8,1.2,0,81.3,6.7,1,1,0,1,7,1,40.4,0.3333333333333333,0.44555555555555554,0.9376666666666665
S1537,23,0,2.5,0.9,2.2,1,80.0,3.6,1,5,0,0,8,0,58.9,0.6097560975609757,0.5644444444444444,0.26666666666666666
S1538,21,1,4.3,3.2,2.8,0,83.3,4.3,2,2,1,2,6,0,67.5,0.6142857142857142,0.2544444444444444,0.611
S1539,18,1,3.8,4.1,1.6,0,100.0,7.2,1,4,3,1,6,1,81.0,0.5671641791044777,0.6288888888888889,1.0
S1540,23,0,4.0,3.0,3.0,0,83.2,7.7,1,3,0,0,6,1,74.7,0.5714285714285714,0.59,0.944
S1541,18,0,4.2,3.8,3.4,1,84.8,5.4,1,2,1,1,5,0,67.4,0.5121951219512195,0.4577777777777778,0.2826666666666667
S1542,19,1,4.5,4.9,0.8,0,80.2,6.2,1,1,0,2,8,0,72.2,0.6716417910447761,0.4288888888888889,0.6006666666666667
S1543,18,0,5.2,3.7,0.9,0,96.0,6.9,1,0,1,2,2,0,77.1,0.9285714285714285,0.39666666666666667,0.6533333333333333
S1544,17,0,4.1,2.8,1.6,0,100.0,7.3,2,6,0,0,7,0,87.9,0.7592592592592592,0.5766666666666667,0.6666666666666666
S1545,24,0,3.1,3.8,2.1,0,89.5,4.1,0,5,2,0,4,1,54.1,0.4492753623188406,0.7477777777777778,0.965
S1546,21,1,4.5,2.7,1.2,1,85.8,5.4,1,2,2,1,1,1,62.9,0.9183673469387754,0.4577777777777778,0.6193333333333334
S1547,20,1,6.3,2.5,3.3,0,85.4,6.1,0,6,1,1,5,0,95.6,0.9264705882352942,0.87,0.618
S1548,18,0,3.3,2.1,2.3,0,61.2,7.3,2,6,1,2,3,0,67.1,0.611111111111111,0.5766666666666667,0.5373333333333333
S1549,23,1,2.0,4.4,1.8,0,92.5,9.5,1,4,0,0,4,0,51.5,0.2777777777777778,0.7055555555555556,0.6416666666666667
S1550,17,0,5.2,1.5,0.2,1,86.3,6.2,1,5,1,0,7,0,97.9,1.9259259259259258,0.6511111111111111,0.2876666666666667
S1551,20,0,3.3,4.3,0.4,1,89.3,4.8,2,1,1,0,5,0,67.0,0.5789473684210525,0.21555555555555553,0.2976666666666667
S1552,21,0,0.2,3.1,2.1,1,77.9,7.0,1,5,2,1,4,1,31.5,0.03225806451612904,0.6777777777777777,0.593
S1553,20,0,4.8,0.8,0.0,0,81.2,8.1,1,5,1,0,1,0,88.0,2.6666666666666665,0.7144444444444445,0.604
S1554,17,2,2.7,2.9,2.9,0,80.9,6.6,0,0,3,2,6,0,53.4,0.3970588235294118,0.5533333333333333,0.6030000000000001
S1555,24,1,3.4,0.0,1.6,0,95.2,5.4,1,3,3,0,10,1,83.4,1.3076923076923077,0.5133333333333333,0.984
S1556,24,0,4.0,3.3,5.4,0,81.2,7.6,0,6,0,2,6,0,79.0,0.4123711340206186,0.9199999999999999,0.604
S1557,22,1,3.8,3.6,4.3,0,100.0,7.3,2,1,0,2,7,1,69.9,0.4269662921348315,0.29888888888888887,1.0
S1558,24,1,4.6,1.8,1.6,0,89.3,5.3,0,0,1,0,1,1,60.1,1.0454545454545452,0.51,0.9643333333333333
S1559,22,0,2.8,2.6,1.7,0,72.2,7.0,0,6,1,1,4,0,70.3,0.5283018867924528,0.9,0.574
S1560,20,0,4.3,4.8,2.9,1,83.7,7.7,0,3,1,1,9,0,79.8,0.4942528735632184,0.7566666666666667,0.279
S1561,19,2,3.1,1.9,3.7,0,78.5,7.9,1,0,0,1,10,1,66.6,0.4696969696969697,0.43,0.9283333333333333
S1562,23,0,4.6,1.2,0.0,0,63.1,6.4,1,3,3,0,6,0,91.7,2.0909090909090904,0.5466666666666667,0.5436666666666666
S1563,23,1,4.4,4.3,0.0,1,100.0,6.1,0,3,2,0,2,0,70.1,0.8301886792452832,0.7033333333333333,0.3333333333333333
S1564,20,1,2.1,4.9,1.1,0,92.0,8.0,1,3,1,0,4,0,61.5,0.3,0.6,0.64
S1565,18,0,5.1,2.5,2.4,0,90.3,5.0,2,0,2,1,6,0,79.3,0.8644067796610169,0.16666666666666666,0.6343333333333333
S1566,18,1,2.7,3.7,2.3,0,86.7,7.0,2,5,1,1,4,1,63.9,0.38571428571428573,0.5111111111111111,0.9556666666666667
S1567,24,1,4.7,4.1,3.0,0,71.2,4.9,1,3,0,2,10,1,93.1,0.5802469135802469,0.49666666666666665,0.904
S1568,23,1,4.1,1.6,0.5,0,80.2,7.8,2,5,1,2,7,1,89.8,1.3225806451612903,0.5377777777777778,0.934
S1569,23,1,6.3,1.9,0.0,0,93.4,6.2,0,6,3,1,3,1,100.0,2.1724137931034484,0.8733333333333334,0.9780000000000001
S1570,22,1,3.2,4.0,2.7,0,74.5,8.0,1,6,2,1,6,1,61.8,0.4155844155844156,0.7666666666666666,0.915
S1571,19,1,3.0,4.5,0.9,0,59.7,7.1,0,1,2,1,4,1,51.5,0.46875,0.6255555555555555,0.8656666666666667
S1572,17,1,3.5,3.2,0.0,0,82.7,5.0,1,4,1,1,3,0,60.4,0.8333333333333333,0.5555555555555555,0.609
S1573,18,1,3.0,1.4,2.0,0,83.6,8.2,0,5,0,1,3,0,67.2,0.6818181818181818,0.8844444444444445,0.612
S1574,23,2,4.7,4.9,2.7,0,86.4,8.4,2,6,0,0,2,0,89.6,0.5465116279069767,0.6133333333333334,0.6213333333333334
S1575,22,1,1.1,1.9,1.7,0,92.3,7.6,0,4,2,1,3,1,48.3,0.23913043478260873,0.8088888888888889,0.9743333333333334
S1576,21,1,1.9,2.1,1.3,0,91.4,5.6,0,3,1,1,10,0,61.7,0.43181818181818177,0.6866666666666666,0.638
S1577,22,0,1.9,2.9,1.6,1,87.6,6.1,0,4,0,1,1,1,44.4,0.34545454545454546,0.7588888888888888,0.6253333333333333
S1578,18,1,4.9,4.4,1.4,1,97.0,6.7,0,4,1,0,3,0,77.2,0.7205882352941176,0.778888888888889,0.3233333333333333
S1579,18,0,6.1,3.5,0.3,1,69.8,5.7,1,3,1,0,9,1,100.0,1.2708333333333333,0.5233333333333333,0.566
S1580,22,0,3.3,3.0,1.0,0,90.0,8.5,1,5,2,0,4,0,73.0,0.6599999999999999,0.7277777777777779,0.6333333333333333
S1581,17,1,3.2,3.1,2.4,0,91.3,6.7,0,3,1,0,3,0,68.5,0.49230769230769234,0.7233333333333333,0.6376666666666666
S1582,20,1,3.6,2.6,2.2,0,72.6,3.3,0,1,1,1,8,0,61.0,0.6206896551724137,0.4988888888888889,0.5753333333333334
S1583,18,0,5.2,3.2,2.0,0,70.0,6.9,0,2,0,2,1,1,70.5,0.8387096774193549,0.6744444444444445,0.9
S1584,22,0,2.1,0.0,0.7,0,77.5,6.1,1,0,0,0,5,0,52.5,1.2352941176470589,0.36999999999999994,0.5916666666666667
S1585,23,1,3.9,2.1,1.6,0,78.4,6.4,1,3,1,1,1,0,62.8,0.8297872340425532,0.5466666666666667,0.5946666666666667
