student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
161604,20,female,arts,2.7,2.1,1.2,yes,99.2,9.3,fair,6,phd,medium,8.1,no,3.73,6,5.8,no,2,6.5,co-learning group,no,high,3,4,10,reading,9.3,88
116756,25,other,computer science,6.256634660194501,3.8,2.2,yes,99.2,6.6,poor,0,master,low,5.0,yes,3.72,4,7.5,no,0,13.7,quiet room,yes,low,7,8,7,visual,1.5,88
110955,20,other,arts,5.4,4.2,0.4,yes,99.2,5.8,good,5,high school,low,6.7,yes,3.72,5,6.0,no,2,11.8,co-learning group,yes,low,8,1,10,visual,9.0,89
113103,24,female,arts,1.3,0.1,3.3,yes,99.2,7.7,good,1,bachelor,high,6.9,yes,3.71,1,4.8,no,5,6.5,library,no,medium,9,8,7,kinesthetic,2.3,91
175856,24,other,arts,2.7,1.4,0.4,yes,99.2,6.6,good,0,some college,high,8.8,yes,3.7,7,3.7,no,4,5.1,quiet room,yes,medium,8,7,8,visual,8.4,89
137586,28,other,psychology,3.6,2.2,2.5,yes,99.2,5.7,good,0,some college,medium,3.6,yes,3.67,6,3.7,no,5,9.8,co-learning group,yes,high,6,10,5,kinesthetic,2.2,91
129042,21,female,engineering,6.7,4.8,1.5,yes,99.2,9.2,fair,1,master,medium,7.6,yes,3.66,6,3.3,no,3,14.1,cafe,no,low,8,7,8,auditory,6.8,88
147674,25,other,computer science,5.5615645453203335,4.8,2.2,no,99.2,5.8,fair,6,master,medium,5.1,no,3.65,5,3.5,no,5,12.6,dorm,yes,low,1,8,7,kinesthetic,6.1,97
129425,22,male,psychology,7.2,1.4,3.2,no,99.2,4.9,fair,4,master,medium,7.5,yes,3.61,5,3.6,no,0,12.6,co-learning group,yes,low,10,3,10,kinesthetic,4.2,100
137838,28,other,computer science,3.9730476589821353,2.5,2.0,yes,99.2,7.5,poor,2,some college,low,7.300000000000001,yes,3.61,2,8.3,no,0,10.3,cafe,no,high,7,10,5,kinesthetic,1.6,84
102891,19,male,arts,3.6,2.8,3.3,yes,99.2,8.5,fair,4,high school,medium,5.0,yes,3.58,4,5.6,no,0,10.1,dorm,no,medium,1,2,10,visual,2.7,90
129873,18,male,business,2.9,3.0,2.7,yes,99.2,6.0,good,0,high school,medium,6.3,yes,3.57,5,8.8,no,2,8.9,quiet room,no,high,7,7,8,auditory,1.7,87
164969,25,female,computer science,3.917006098800875,1.0,1.5,no,99.2,4.0,fair,1,some college,high,5.9,yes,3.54,2,8.6,no,0,7.1,dorm,yes,high,2,8,7,kinesthetic,7.4,86
112777,20,other,psychology,2.4,3.2,0.0,no,99.2,5.8,good,0,master,high,4.8,no,3.54,1,8.0,no,0,7.1,co-learning group,yes,high,8,1,10,visual,4.2,81
155928,18,female,psychology,0.1,2.9,0.5,yes,99.2,8.0,fair,3,bachelor,medium,6.0,no,3.54,1,3.9,no,1,4.7,co-learning group,no,high,8,6,9,kinesthetic,1.7,92
118827,23,other,arts,4.8,0.2,3.0,yes,99.2,8.1,poor,3,bachelor,medium,5.2,no,3.52,5,4.5,no,1,9.5,cafe,yes,medium,5,6,9,auditory,5.4,85
113105,26,other,engineering,3.9,1.4,3.9,no,99.2,5.7,fair,2,bachelor,low,6.1,no,3.52,5,2.2,no,2,10.2,quiet room,yes,low,1,3,10,auditory,8.4,83
171506,28,male,engineering,2.7,0.1,1.1,yes,99.2,8.1,fair,5,high school,high,6.1,yes,3.52,8,2.7,no,5,4.1,library,yes,low,1,7,8,auditory,8.5,93
110972,21,other,psychology,3.9,4.0,3.7,no,99.2,6.4,good,7,bachelor,low,6.4,no,3.5,3,6.1,no,2,13.0,library,yes,medium,1,7,8,reading,6.3,92
144133,18,male,business,1.8,2.5,3.0,no,99.2,4.4,fair,1,phd,medium,4.1,no,3.5,5,6.2,no,0,9.3,co-learning group,no,medium,10,10,5,visual,9.6,89
141893,16,other,psychology,3.0,3.2,1.1,no,99.2,8.3,fair,3,bachelor,low,7.1,no,3.47,1,6.5,no,3,9.1,dorm,no,high,2,4,10,kinesthetic,3.5,79
172207,25,female,arts,0.5,0.1,2.5,yes,99.2,10.3,fair,3,master,high,8.1,no,3.45,1,5.9,no,4,4.5,cafe,yes,medium,1,5,10,visual,6.5,83
135174,17,other,business,3.7,0.4,0.8,yes,99.2,4.4,poor,6,high school,medium,7.5,no,3.43,5,6.6,no,5,6.8,cafe,no,high,10,9,6,auditory,3.9,81
145764,17,female,engineering,3.8,4.3,2.5,yes,99.2,5.7,poor,7,master,high,10.0,yes,3.42,6,5.1,no,5,12.4,cafe,yes,high,3,5,10,auditory,9.2,84
106680,27,male,computer science,4.9816710375541415,0.4,1.5,no,99.2,7.5,good,2,master,high,7.4,yes,3.41,4,6.4,no,2,7.6,co-learning group,no,medium,3,7,8,kinesthetic,5.3,79
144669,27,male,biology,2.0,3.0,3.0,no,99.2,8.6,fair,7,phd,medium,7.9,yes,3.41,4,3.6,no,1,8.3,dorm,yes,medium,1,2,10,visual,6.1,89
175864,25,male,arts,1.9,1.1,0.7,no,99.2,6.5,good,0,high school,medium,3.3,no,3.41,2,5.6,no,0,5.7,dorm,yes,high,3,7,8,visual,2.6,91
157502,26,female,engineering,1.6,4.5,0.4,no,99.2,6.3,poor,4,some college,low,8.3,no,3.4,7,7.3,no,4,7.0,cafe,yes,high,5,4,10,reading,3.1,84
154943,24,male,psychology,4.4,1.9,0.2,yes,99.2,6.4,good,6,high school,medium,5.8,yes,3.36,3,8.8,no,5,6.7,dorm,yes,low,10,9,6,reading,5.6,82
147566,16,other,arts,4.0,2.6,3.6,no,99.2,5.5,fair,1,phd,high,6.1,no,3.36,6,3.4,no,3,10.5,co-learning group,yes,high,2,7,8,auditory,1.9,89
176566,20,other,business,7.4,1.5,1.0,no,99.2,6.4,good,4,master,high,8.8,yes,3.33,7,7.0,no,5,10.0,cafe,yes,low,2,4,10,auditory,4.1,93
101797,25,female,engineering,2.4,1.2,4.0,no,99.2,6.0,fair,0,bachelor,high,7.199999999999999,yes,3.32,8,7.8,no,5,9.1,cafe,yes,medium,8,7,8,reading,7.2,90
127680,26,female,biology,4.0,3.3,0.8,yes,99.2,6.6,good,6,high school,medium,5.8,no,3.31,5,6.8,no,0,8.7,co-learning group,no,low,5,3,10,auditory,7.0,86
143217,24,female,biology,3.0,1.7,1.1,no,99.2,5.5,good,2,phd,low,8.0,no,3.31,3,5.4,no,3,7.8,co-learning group,yes,high,9,2,10,reading,7.0,81
103565,27,male,arts,4.7,0.4,1.9,yes,99.2,7.9,fair,7,bachelor,medium,2.5,no,3.3,3,7.4,no,1,8.6,co-learning group,no,low,7,6,9,reading,6.2,83
108660,20,other,computer science,2.205538427564977,4.1,0.1,yes,99.2,6.2,good,7,high school,medium,8.2,no,3.3,6,2.4,no,5,7.5,quiet room,no,high,2,6,9,auditory,8.1,84
123353,26,female,computer science,4.727367733346563,0.1,3.5,yes,99.2,6.8,poor,2,bachelor,low,5.6,yes,3.27,4,6.5,no,0,8.5,quiet room,no,medium,6,8,7,reading,7.0,80
148364,17,other,business,2.7,3.8,3.9,no,99.2,7.6,fair,6,master,low,8.3,no,3.27,5,3.4,no,4,12.1,cafe,yes,low,8,10,5,visual,7.3,87
162455,16,female,biology,2.7,0.1,1.6,yes,99.2,9.5,poor,7,high school,medium,6.3,yes,3.24,4,4.9,no,2,6.2,cafe,no,low,3,10,5,kinesthetic,2.5,83
162481,25,female,computer science,4.536714749779604,0.3,1.8,yes,99.2,9.2,good,4,master,high,7.0,yes,3.21,2,6.4,no,5,6.7,co-learning group,no,medium,7,3,10,reading,9.7,84
144954,17,male,biology,2.8,0.5,1.3,yes,99.2,7.1,good,4,high school,medium,8.4,yes,3.18,7,5.9,no,5,6.0,co-learning group,no,high,4,9,6,auditory,1.1,70
108243,19,female,engineering,5.2,4.2,2.7,yes,99.2,4.8,good,3,phd,low,5.0,no,3.14,1,5.1,no,0,13.5,co-learning group,no,medium,3,4,10,visual,10.0,76
158198,16,female,arts,6.0,1.0,1.6,no,99.2,4.6,good,6,some college,high,5.3,yes,3.13,1,4.9,no,3,8.8,library,no,low,5,7,8,kinesthetic,9.3,80
173392,19,male,arts,3.6,1.4,3.4,yes,99.2,9.6,fair,6,some college,high,10.0,yes,3.08,5,1.4,no,3,9.1,dorm,no,medium,5,3,10,kinesthetic,3.7,74
134253,27,female,arts,3.1,4.9,2.2,no,99.2,5.7,good,4,phd,medium,8.9,yes,3.07,3,4.7,no,5,11.8,dorm,no,low,9,1,10,kinesthetic,3.8,72
147604,22,female,business,5.2,2.6,0.1,no,99.2,5.4,good,4,bachelor,medium,8.5,yes,3.06,4,5.3,no,4,8.7,library,yes,low,3,4,10,reading,3.0,77
158338,25,other,psychology,5.3,4.2,1.9,yes,99.2,6.1,poor,3,some college,medium,8.4,yes,3.05,2,2.3,no,5,13.3,cafe,yes,medium,3,1,10,auditory,8.3,82
178214,16,other,computer science,6.079074412816498,1.7,1.9,yes,99.2,6.8,good,1,bachelor,high,6.6,no,3.04,8,5.7,no,3,11.4,cafe,yes,medium,1,7,8,visual,9.6,77
111380,18,male,arts,5.0,0.8,2.6,no,99.2,7.4,good,3,high school,medium,10.0,no,3.01,5,2.6,no,0,10.2,cafe,no,low,4,2,10,auditory,4.9,78
107201,16,male,computer science,3.5397352824466,1.7,3.5,yes,99.2,5.9,good,5,high school,high,10.0,no,2.99,2,6.1,no,4,8.8,quiet room,no,high,7,5,10,auditory,6.8,80
147106,17,male,arts,4.1,3.6,3.3,no,99.2,7.4,fair,2,high school,low,9.0,no,2.97,7,1.0,no,2,11.9,library,no,low,9,6,9,kinesthetic,3.4,65
120136,27,male,psychology,1.9,4.2,2.0,no,99.2,8.5,fair,4,high school,low,5.7,no,2.96,6,5.7,no,2,9.7,quiet room,no,medium,8,6,9,visual,1.8,69
166789,23,other,biology,1.2,1.4,1.4,no,99.2,4.5,good,1,high school,low,6.4,yes,2.91,5,4.2,no,4,4.8,cafe,no,medium,2,3,10,kinesthetic,5.6,71
101255,19,female,engineering,3.7,1.2,1.4,yes,99.2,7.4,poor,7,some college,high,6.5,no,2.9,8,7.4,no,2,7.0,dorm,no,low,1,7,8,visual,2.0,74
131083,20,female,biology,2.7,2.2,1.2,no,99.2,4.5,poor,5,master,low,4.9,no,2.9,6,6.9,no,0,6.3,cafe,no,high,9,1,10,auditory,2.2,64
118114,19,other,arts,0.0,1.3,0.7,no,99.2,8.7,good,1,high school,high,8.5,no,2.86,2,3.3,no,1,2.0,co-learning group,yes,high,2,2,10,auditory,4.1,69
110754,21,female,engineering,5.7,2.9,1.8,no,99.2,5.7,good,7,some college,medium,6.9,yes,2.84,1,4.7,no,0,11.7,library,no,medium,1,1,10,auditory,6.7,65
109693,28,female,business,4.7,1.1,2.4,no,99.2,7.4,good,0,phd,high,8.3,yes,2.74,6,6.3,no,1,8.8,cafe,yes,low,2,1,10,kinesthetic,9.1,72
156264,25,male,business,4.4,1.4,1.8,yes,99.2,6.8,fair,0,master,high,6.1,yes,2.72,1,4.6,no,0,8.2,cafe,yes,medium,6,5,10,visual,1.8,68
123833,27,male,arts,1.9,2.5,1.2,yes,99.2,5.1,fair,7,bachelor,high,5.4,yes,2.72,1,4.0,no,1,7.2,co-learning group,no,medium,2,1,10,reading,4.2,71
142356,27,other,biology,1.0,0.1,1.6,yes,99.2,7.5,good,6,master,high,5.2,yes,2.59,2,3.5,no,4,2.9,library,no,medium,9,3,10,visual,1.8,58
176413,26,other,business,1.8,0.4,2.6,yes,99.2,8.2,fair,4,bachelor,medium,6.6,yes,2.58,2,4.0,no,0,5.6,library,no,medium,8,3,10,reading,9.3,63
104417,22,female,engineering,1.3,2.2,1.9,yes,99.2,8.2,good,5,high school,low,9.6,no,2.56,2,5.4,no,4,5.6,library,no,high,8,2,10,visual,6.1,68
124094,19,other,psychology,1.6,3.2,2.5,yes,99.2,7.6,good,7,bachelor,low,5.2,no,2.41,7,7.7,no,3,9.0,dorm,no,low,4,4,10,auditory,3.8,56
173061,19,male,engineering,0.0,1.3,2.7,yes,99.2,8.1,good,5,high school,high,7.9,yes,2.18,8,4.9,no,4,4.8,dorm,yes,low,10,2,10,auditory,8.5,61
116305,22,other,psychology,9.1,0.9,3.6,yes,99.1,9.2,fair,0,phd,high,5.6,no,4.0,5,6.4,no,2,14.9,library,yes,low,4,2,10,auditory,9.6,100
123679,26,female,computer science,9.06098898216026,0.7,1.1,no,99.1,7.2,good,7,master,high,5.5,no,4.0,4,7.8,no,4,12.8,co-learning group,yes,medium,7,5,10,kinesthetic,7.1,100
105329,20,male,arts,8.1,4.2,0.8,yes,99.1,7.0,poor,4,high school,high,8.9,yes,4.0,7,1.8,no,2,15.1,quiet room,no,high,3,8,7,reading,6.2,92
128672,21,other,computer science,7.586092060193507,4.6,2.0,yes,99.1,6.7,fair,2,master,low,5.9,yes,4.0,2,5.6,no,2,15.9,library,yes,high,5,6,9,kinesthetic,5.7,100
173835,25,male,psychology,7.3,4.0,3.1,yes,99.1,7.0,fair,4,master,low,7.0,no,4.0,4,4.3,no,1,15.5,co-learning group,no,high,3,4,10,visual,9.2,98
126883,18,male,computer science,7.251957719859992,1.8,3.7,no,99.1,6.7,good,0,some college,high,10.0,no,4.0,7,6.8,no,0,12.9,co-learning group,no,low,9,7,8,reading,6.8,100
115425,19,other,computer science,7.026133270981259,3.6,1.9,no,99.1,6.8,poor,2,bachelor,high,4.6,yes,4.0,5,3.6,no,3,13.1,dorm,yes,low,7,6,9,auditory,2.1,97
126312,27,other,business,6.9,0.1,1.6,no,99.1,5.0,good,6,high school,low,3.5,yes,4.0,4,4.7,no,4,8.6,cafe,yes,medium,9,6,9,auditory,8.6,100
108193,24,male,engineering,6.9,1.1,1.7,no,99.1,6.1,good,7,master,high,7.7,yes,4.0,5,2.4,no,3,10.2,library,no,high,7,2,10,kinesthetic,7.7,92
102940,20,female,psychology,6.6,4.1,3.3,yes,99.1,9.2,poor,0,master,low,7.6,no,4.0,4,6.0,no,2,14.9,library,yes,medium,8,4,10,auditory,6.8,100
129229,26,male,business,6.6,4.0,2.4,yes,99.1,7.1,poor,7,high school,low,5.2,no,4.0,2,1.4,no,1,13.3,dorm,yes,medium,3,5,10,kinesthetic,8.1,100
144950,25,male,arts,6.6,0.4,2.8,yes,99.1,7.4,poor,1,bachelor,high,8.4,no,4.0,2,2.9,no,1,10.8,quiet room,no,low,4,6,9,reading,9.4,100
162575,23,male,psychology,6.4,3.5,1.8,no,99.1,8.5,good,6,bachelor,high,9.8,no,4.0,1,6.0,no,2,12.7,quiet room,no,medium,2,3,10,visual,5.2,99
163760,18,female,biology,6.3,4.1,2.0,no,99.1,8.9,good,1,high school,high,8.5,no,4.0,2,4.5,no,1,13.8,cafe,yes,low,6,6,9,reading,1.7,97
119755,25,male,arts,6.2,3.1,2.6,yes,99.1,9.0,good,1,high school,high,5.0,yes,4.0,8,4.1,no,3,13.7,quiet room,yes,high,8,4,10,reading,7.5,100
132252,22,female,arts,6.2,0.5,0.8,yes,99.1,6.3,fair,3,high school,medium,5.4,yes,4.0,6,7.0,no,5,8.1,quiet room,yes,low,5,8,7,reading,6.9,100
116824,23,other,computer science,6.1085037785284175,1.7,0.4,no,99.1,5.6,good,7,high school,low,6.5,no,4.0,5,4.0,no,3,9.9,co-learning group,yes,medium,4,6,9,kinesthetic,7.0,95
146371,16,female,computer science,6.022540498498758,2.6,1.5,yes,99.1,5.9,good,1,bachelor,high,5.6,no,4.0,8,3.4,no,4,10.5,co-learning group,no,medium,6,6,9,visual,3.9,95
157797,21,other,psychology,6.0,3.6,0.1,yes,99.1,6.1,good,6,high school,high,3.3,no,4.0,2,5.0,no,4,10.5,quiet room,no,high,3,10,5,kinesthetic,5.3,100
139526,16,male,engineering,5.8,2.6,2.2,yes,99.1,6.1,good,5,phd,low,3.2,yes,4.0,1,9.2,no,5,12.6,quiet room,no,high,8,7,8,kinesthetic,4.9,100
160362,18,male,arts,5.6,3.8,1.5,no,99.1,5.4,fair,1,high school,high,9.3,yes,4.0,7,4.6,no,0,11.8,library,yes,high,8,7,8,reading,3.3,96
171980,19,other,psychology,5.5,4.0,2.6,yes,99.1,7.5,fair,2,high school,low,6.2,no,4.0,6,4.7,no,4,13.2,quiet room,no,high,3,3,10,reading,3.9,100
111149,20,female,business,5.5,2.1,1.5,yes,99.1,7.1,good,4,some college,low,3.5,yes,4.0,4,5.6,no,0,9.2,co-learning group,no,medium,8,10,5,auditory,7.9,96
170143,26,female,psychology,5.5,4.8,1.3,no,99.1,5.7,poor,5,high school,low,2.6,no,4.0,5,5.3,no,5,13.2,library,no,medium,3,2,10,visual,6.5,96
176296,20,female,biology,5.4,1.4,1.1,no,99.1,6.0,poor,5,master,medium,8.0,no,4.0,5,2.6,no,2,9.3,library,yes,low,7,9,6,visual,7.5,100
133618,20,other,computer science,5.2397492071454215,4.1,3.0,no,99.1,5.4,good,2,master,high,7.0,yes,4.0,5,5.0,no,4,13.3,co-learning group,no,high,8,4,10,kinesthetic,1.6,100
100556,23,male,biology,5.2,4.5,2.6,yes,99.1,7.3,good,5,some college,high,5.0,no,4.0,1,3.5,no,2,14.1,co-learning group,yes,medium,7,1,10,auditory,2.4,100
158774,26,female,biology,5.2,4.8,0.1,no,99.1,5.8,poor,7,bachelor,medium,5.2,no,4.0,8,5.1,no,3,10.8,dorm,no,medium,4,3,10,kinesthetic,4.6,99
167040,17,other,arts,5.1,3.9,0.8,yes,99.1,9.1,good,4,high school,medium,9.6,no,4.0,6,5.4,no,3,10.0,cafe,yes,low,1,2,10,visual,1.2,100
168334,26,other,psychology,5.1,2.4,0.6,yes,99.1,5.3,good,7,bachelor,low,1.2000000000000002,yes,4.0,3,8.7,no,5,9.8,dorm,no,low,4,9,6,kinesthetic,4.2,100
149774,28,male,engineering,4.8,3.3,2.1,no,99.1,6.5,good,6,high school,high,7.2,yes,4.0,5,5.7,no,0,11.1,quiet room,yes,low,3,9,6,reading,5.9,93
151727,20,female,biology,4.6,1.7,3.5,no,99.1,8.2,good,1,phd,medium,6.3,yes,4.0,3,3.3,no,3,10.5,quiet room,yes,low,6,6,9,visual,8.9,100
112947,25,male,biology,4.6,1.0,3.9,yes,99.1,7.1,good,1,bachelor,medium,8.0,no,4.0,4,5.0,no,5,10.7,quiet room,no,high,2,6,9,visual,8.4,95
156244,21,female,psychology,4.6,3.7,1.8,yes,99.1,4.4,fair,4,bachelor,medium,5.5,no,4.0,5,4.1,no,5,10.2,co-learning group,yes,medium,5,10,5,visual,4.0,95
118581,19,female,business,4.4,4.7,1.3,no,99.1,7.5,good,4,high school,low,6.9,yes,4.0,1,4.2,no,2,12.4,library,yes,high,5,7,8,kinesthetic,2.7,100
131371,24,female,psychology,4.4,3.0,3.8,yes,99.1,5.5,fair,6,some college,high,7.4,yes,4.0,2,5.1,no,5,11.3,library,yes,medium,9,10,5,auditory,2.4,100
123601,22,male,business,4.4,2.7,0.3,no,99.1,6.1,poor,2,bachelor,low,5.5,no,4.0,3,6.6,no,2,8.8,quiet room,no,high,8,10,5,kinesthetic,3.7,94
102446,18,male,computer science,4.339043977297927,4.5,1.3,no,99.1,6.9,fair,0,master,medium,6.1,yes,4.0,7,1.0,no,4,10.4,quiet room,yes,low,6,5,10,reading,4.8,100
138463,18,female,engineering,4.2,3.0,0.8,yes,99.1,10.7,fair,4,some college,medium,6.2,no,4.0,2,7.2,no,4,9.1,quiet room,no,low,9,1,10,auditory,9.5,95
118628,16,other,arts,4.1,0.1,1.8,yes,99.1,8.1,fair,1,bachelor,high,4.2,yes,4.0,7,4.6,no,3,7.1,co-learning group,yes,medium,2,6,9,kinesthetic,9.0,96
140662,24,female,engineering,3.9,1.9,1.9,yes,99.1,5.5,fair,7,master,low,5.8,yes,4.0,5,4.5,no,1,9.4,library,no,medium,4,7,8,visual,3.1,100
170092,19,male,business,3.9,5.0,1.9,yes,99.1,6.5,good,7,master,high,4.4,no,4.0,6,6.8,no,0,11.4,dorm,yes,low,9,10,5,visual,4.0,94
140003,28,other,engineering,3.8,0.4,1.6,no,99.1,8.1,good,5,master,high,4.4,yes,4.0,2,5.8,no,4,7.0,dorm,yes,medium,5,7,8,reading,6.1,94
177041,22,male,psychology,3.7,2.1,3.0,no,99.1,6.9,poor,4,bachelor,low,5.4,no,4.0,7,4.0,no,4,9.4,quiet room,yes,high,7,9,6,auditory,7.2,97
175657,28,male,engineering,3.7,1.2,2.8,yes,99.1,9.2,good,7,phd,low,8.2,yes,4.0,4,4.9,no,2,8.7,quiet room,yes,high,4,10,5,reading,1.6,95
127223,21,other,computer science,3.6209449548487536,0.0,3.8,yes,99.1,6.8,good,0,master,high,9.3,yes,4.0,1,4.5,no,0,8.2,library,yes,high,7,4,10,reading,7.3,100
105831,22,male,biology,3.6,2.2,2.8,no,99.1,6.0,fair,1,some college,medium,4.6,no,4.0,8,5.2,no,5,9.9,library,no,low,1,8,7,kinesthetic,2.8,91
124983,21,female,arts,3.5,4.4,0.6,yes,99.1,6.0,poor,3,some college,low,8.3,no,4.0,2,6.2,no,0,10.1,dorm,yes,low,10,10,5,reading,1.8,98
108322,20,female,psychology,3.5,0.4,0.3,yes,99.1,5.1,good,4,some college,low,6.2,no,4.0,3,2.8,no,3,4.8,library,yes,medium,1,2,10,auditory,5.5,95
177196,17,male,computer science,3.4967768664888874,2.0,0.1,no,99.1,4.6,fair,6,high school,low,2.2,yes,4.0,2,6.2,no,2,5.8,library,yes,medium,9,2,10,kinesthetic,9.8,94
145762,20,other,arts,3.4,4.5,0.3,no,99.1,10.0,good,6,master,medium,8.0,yes,4.0,5,6.1,no,4,8.3,quiet room,yes,medium,2,9,6,auditory,4.7,93
122879,26,female,computer science,3.363061870509868,1.9,0.7,no,99.1,7.5,poor,7,bachelor,high,8.6,no,4.0,7,2.8,no,4,7.8,cafe,no,medium,6,3,10,reading,6.3,100
168087,19,other,engineering,3.3,3.3,0.9,no,99.1,6.7,good,0,high school,high,7.2,yes,4.0,1,4.9,no,4,8.7,cafe,yes,low,9,1,10,kinesthetic,8.1,100
168186,26,other,engineering,3.3,3.9,3.3,no,99.1,6.7,poor,1,some college,medium,8.7,yes,4.0,1,2.6,no,4,11.9,cafe,no,high,4,7,8,reading,7.1,96
129596,19,female,engineering,3.2,2.5,3.6,no,99.1,7.0,good,2,bachelor,low,6.3,yes,4.0,7,6.2,no,3,9.7,cafe,no,high,2,9,6,visual,9.8,100
147045,20,other,psychology,3.2,4.2,2.1,no,99.1,7.6,poor,6,bachelor,high,6.8,yes,4.0,3,2.5,no,4,9.9,quiet room,yes,high,3,8,7,auditory,8.0,97
129228,22,male,arts,2.6,2.9,3.9,no,99.1,4.1,fair,4,phd,low,6.5,no,4.0,2,2.8,no,0,10.9,quiet room,yes,high,4,5,10,reading,1.2,100
117539,25,female,arts,2.5,0.9,3.4,yes,99.1,6.1,fair,5,phd,high,7.5,yes,4.0,3,1.0,no,5,7.6,library,no,high,7,9,6,kinesthetic,1.7,100
166336,22,male,biology,2.5,0.8,0.2,yes,99.1,9.1,good,4,high school,medium,7.6,no,4.0,4,6.1,no,3,5.1,quiet room,no,low,2,10,5,reading,5.2,89
126790,16,other,psychology,2.4,1.3,0.4,yes,99.1,4.5,good,4,high school,high,7.9,no,4.0,7,1.6,no,3,5.2,library,no,low,4,9,6,reading,2.3,100
116713,17,other,biology,2.4,0.8,4.0,no,99.1,6.5,fair,1,some college,low,5.8,yes,4.0,2,7.2,no,2,9.2,library,yes,low,9,6,9,visual,3.2,90
150356,17,male,psychology,2.1,1.2,2.5,yes,99.1,5.4,fair,7,master,high,10.0,yes,4.0,6,3.5,no,3,7.7,library,no,low,5,4,10,visual,1.3,100
149408,22,other,psychology,1.8,3.4,2.5,no,99.1,7.8,fair,1,master,medium,8.2,yes,4.0,2,7.0,no,2,9.6,dorm,no,medium,1,7,8,kinesthetic,6.8,99
165816,25,male,business,1.8,2.9,3.5,yes,99.1,7.1,fair,4,high school,medium,6.1,yes,4.0,3,3.7,no,5,8.4,library,no,low,7,7,8,reading,8.8,99
125246,21,male,arts,1.2,0.8,2.2,yes,99.1,10.0,poor,1,some college,high,4.7,no,4.0,8,7.3,no,5,5.3,library,yes,high,4,9,6,reading,9.1,100
150934,28,female,biology,1.1,2.7,1.3,yes,99.1,5.0,fair,6,master,low,6.9,no,4.0,3,5.9,no,5,6.0,co-learning group,yes,medium,1,8,7,kinesthetic,6.7,100
124524,17,female,engineering,0.3,3.1,1.7,no,99.1,7.1,good,5,master,low,6.2,yes,4.0,7,3.0,no,4,5.1,cafe,yes,low,1,10,5,reading,5.2,98
154640,27,male,psychology,0.0,3.8,3.0,yes,99.1,8.9,good,1,some college,high,8.2,yes,4.0,7,3.9,no,4,7.6,quiet room,yes,high,9,7,8,visual,5.4,100
121856,28,other,engineering,2.8,4.0,3.9,no,99.1,5.7,poor,4,bachelor,medium,8.9,no,3.99,6,5.6,no,4,12.2,library,yes,low,8,10,5,auditory,6.3,98
117113,18,other,engineering,3.5,1.7,1.3,no,99.1,6.6,fair,7,some college,high,7.7,yes,3.98,5,2.7,no,4,7.6,co-learning group,yes,low,8,2,10,kinesthetic,5.7,100
171702,18,female,engineering,7.3,2.7,3.5,no,99.1,6.0,poor,1,bachelor,low,4.8,yes,3.97,1,4.9,no,1,14.9,cafe,no,medium,8,7,8,auditory,7.7,100
148374,28,other,business,4.3,2.2,3.8,no,99.1,7.0,poor,6,high school,low,5.7,no,3.96,1,2.7,no,2,12.1,co-learning group,no,high,1,8,7,visual,9.6,91
130020,26,other,business,5.9,3.6,0.4,yes,99.1,6.3,good,6,bachelor,high,8.8,yes,3.88,4,3.8,no,0,11.5,cafe,yes,medium,5,10,5,visual,8.3,100
168645,28,other,engineering,4.6,0.6,3.4,yes,99.1,5.0,good,2,high school,medium,6.8,no,3.87,8,2.1,no,4,10.1,dorm,no,medium,8,6,9,reading,9.4,95
116899,18,other,business,4.9,4.2,3.3,no,99.1,6.7,good,3,some college,high,5.6,no,3.86,8,5.7,no,3,14.2,dorm,no,low,6,7,8,visual,7.2,88
164468,22,other,psychology,5.7,4.2,2.0,no,99.1,6.4,good,1,phd,high,3.4,yes,3.85,8,6.2,no,5,12.6,dorm,yes,high,8,10,5,auditory,9.0,100
135372,19,male,biology,2.4,4.8,0.7,yes,99.1,6.4,good,5,phd,low,8.1,yes,3.85,7,6.4,no,4,9.9,co-learning group,yes,medium,3,8,7,visual,5.0,90
112135,18,female,arts,4.1,2.3,2.7,no,99.1,4.8,good,1,master,high,4.6,no,3.84,6,7.1,no,2,9.7,cafe,no,medium,10,8,7,auditory,7.8,91
123304,28,other,psychology,7.5,3.4,1.5,no,99.1,7.6,fair,0,some college,medium,2.7,no,3.82,7,6.2,no,2,14.3,dorm,no,high,3,6,9,visual,7.3,100
142597,27,female,biology,3.0,3.7,0.4,yes,99.1,4.9,poor,6,high school,high,4.9,no,3.81,7,3.3,no,0,8.3,co-learning group,no,medium,5,7,8,visual,9.7,99
136042,26,female,business,2.7,2.4,2.4,no,99.1,8.7,good,1,high school,medium,7.8,yes,3.81,7,6.0,no,5,9.0,cafe,no,high,2,9,6,auditory,9.1,95
141539,24,other,psychology,5.9,1.5,2.8,yes,99.1,5.7,good,3,some college,medium,6.7,yes,3.8,6,6.2,no,4,11.8,co-learning group,yes,medium,6,1,10,reading,6.6,99
